index,TR23 0PR,\N,None,\N.1,\N.2,\N.3,87897,15021,49.953605,-6.352647
574905,LS27 9EP,\N,None,\N,\N,\N,426534,427381,53.742139,-1.599179
574906,LS27 8PT,\N,None,\N,\N,\N,426534,428174,53.749266,-1.599111
574907,DH1 5AY,\N,None,\N,\N,\N,426534,544342,54.79327,-1.588856
574908,DH1 5DW,\N,None,\N,\N,\N,426534,545469,54.803398,-1.588753
574909,NE63 8HY,\N,None,\N,\N,\N,426534,587722,55.18308,-1.584855
574910,LS27 0EA,\N,None,\N,\N,\N,426535,426657,53.735632,-1.599226
574911,LS12 3LA,\N,None,\N,\N,\N,426535,433652,53.798501,-1.598627
574912,LS16 6HT,\N,None,\N,\N,\N,426535,438427,53.841418,-1.598217
574913,DH1 5AN,\N,None,\N,\N,\N,426535,544006,54.790251,-1.588871
574914,DH1 5BA,\N,None,\N,\N,\N,426535,544438,54.794133,-1.588832
574915,NE9 7EZ,\N,None,\N,\N,\N,426535,558348,54.91913,-1.587559
574916,NE9 5LU,\N,None,\N,\N,\N,426535,561514,54.94758,-1.587268
574917,NE8 3PQ,\N,None,\N,\N,\N,426535,562304,54.954679,-1.587196
574918,NE12 5UW,\N,None,\N,\N,\N,426535,571902,55.040926,-1.58631
574919,DE15 9BW,\N,None,\N,\N,\N,426536,322058,52.795439,-1.607901
574920,DE15 0TQ,\N,None,\N,\N,\N,426536,324448,52.816923,-1.607708
574921,DE6 3JQ,\N,None,\N,\N,\N,426536,350205,53.048454,-1.60561
574922,WF12 8QR,\N,None,\N,\N,\N,426536,421392,53.688311,-1.59966
574923,LS27 8AA,\N,None,\N,\N,\N,426536,427490,53.743119,-1.599139
574924,LS12 3GZ,\N,None,\N,\N,\N,426536,433379,53.796048,-1.598635
574925,LS5 3BZ,\N,None,\N,\N,\N,426536,435235,53.812729,-1.598476
574926,DL16 7RW,\N,None,\N,\N,\N,426536,533639,54.69709,-1.589798
574927,NE23 7UF,\N,None,\N,\N,\N,426536,574056,55.060281,-1.586095
574928,NE22 5QQ,\N,None,\N,\N,\N,426536,582156,55.133066,-1.585342
574929,SO41 0GA,\N,None,\N,\N,\N,426537,95747,50.760714,-1.625124
574930,LS27 8JF,\N,None,\N,\N,\N,426537,428073,53.748358,-1.599074
574931,DL16 6FW,\N,None,\N,\N,\N,426537,534636,54.706049,-1.589692
574932,DH1 4NB,\N,None,\N,\N,\N,426537,543120,54.782289,-1.588921
574933,SN8 2EP,\N,None,\N,\N,\N,426538,175573,51.478497,-1.61926
574934,SN8 2DZ,\N,None,\N,\N,\N,426538,175888,51.48133,-1.619236
574935,LS27 0EP,\N,None,\N,\N,\N,426538,427066,53.739308,-1.599145
574936,LS12 4HZ,\N,None,\N,\N,\N,426538,432870,53.791473,-1.598648
574937,DL16 6NX,\N,None,\N,\N,\N,426538,533961,54.699983,-1.589737
574938,DH2 1AJ,1250463,Low,County to Town,22/12/2013,No,426538,555763,54.895909,-1.587761
574939,NE6 1LA,\N,None,\N,\N,\N,426538,564583,54.975158,-1.586939
574940,NE7 7QD,\N,None,\N,\N,\N,426538,567565,55.001954,-1.586664
574941,NE66 3BT,1548935,Medium,County to Town,01/08/2009,Yes,426538,614088,55.419991,-1.582312
574942,S36 8YR,\N,None,\N,\N,\N,426539,400488,53.500424,-1.601385
574943,LS27 0DY,\N,None,\N,\N,\N,426539,426703,53.736045,-1.599161
574944,LS27 9EW,\N,None,\N,\N,\N,426539,427372,53.742058,-1.599104
574945,LS5 3JZ,\N,None,\N,\N,\N,426539,435681,53.816737,-1.598392
574946,LS16 5LY,\N,None,\N,\N,\N,426539,437621,53.834173,-1.598225
574947,DL8 2BA,\N,None,\N,\N,\N,426539,487582,54.28319,-1.593872
574948,NE9 5RG,\N,None,\N,\N,\N,426539,560577,54.93916,-1.587292
574949,NE8 3UA,\N,None,\N,\N,\N,426539,561898,54.95103,-1.58717
574950,NE8 3JB,\N,None,\N,\N,\N,426539,562895,54.959989,-1.587079
574951,NE63 9XS,\N,None,\N,\N,\N,426539,589583,55.199802,-1.584603
574952,CV34 6NR,\N,None,\N,\N,\N,426540,263813,52.271835,-1.612475
574953,LS27 0TB,\N,None,\N,\N,\N,426540,426489,53.734122,-1.599164
574954,DL2 2TS,\N,None,\N,\N,\N,426540,516554,54.543555,-1.591276
574955,DH1 4FH,\N,None,\N,\N,\N,426540,541481,54.76756,-1.589023
574956,DH1 4BN,\N,None,\N,\N,\N,426540,542659,54.778146,-1.588916
574957,SP5 1BZ,\N,None,\N,\N,\N,426541,136611,51.128168,-1.622103
574958,SP11 9QU,\N,None,\N,\N,\N,426541,150994,51.257496,-1.621044
574959,WF12 8PA,\N,None,\N,\N,\N,426541,421126,53.68592,-1.599607
574960,LS27 8JD,\N,None,\N,\N,\N,426541,428004,53.747738,-1.59902
574961,LS5 3AB,\N,None,\N,\N,\N,426541,435129,53.811776,-1.598409
574962,HG3 3DL,\N,None,\N,\N,\N,426541,460980,54.044113,-1.596174
574963,DL2 2GW,\N,None,\N,\N,\N,426541,517025,54.547799,-1.591228
574964,DH6 5JB,\N,None,\N,\N,\N,426541,536761,54.725145,-1.589437
574965,DH2 1AB,\N,None,\N,\N,\N,426541,553526,54.875799,-1.587908
574966,NE65 0DY,\N,None,\N,\N,\N,426541,604436,55.333264,-1.583177
574967,CV35 8RH,\N,None,\N,\N,\N,426542,265306,52.285257,-1.612329
574968,WF12 8QW,\N,None,\N,\N,\N,426542,421457,53.688895,-1.599563
574969,LS12 3HT,\N,None,\N,\N,\N,426542,433383,53.796083,-1.598544
574970,LS12 3HW,\N,None,\N,\N,\N,426542,433485,53.797,-1.598535
574971,DL8 2QQ,\N,None,\N,\N,\N,426542,481675,54.230103,-1.594347
574972,DH2 3BP,\N,None,\N,\N,\N,426542,550455,54.848202,-1.588174
574973,NE6 1LB,\N,None,\N,\N,\N,426542,564353,54.973091,-1.586897
574974,CV34 6PW,\N,None,\N,\N,\N,426543,264038,52.273858,-1.612414
574975,DE4 2NY,\N,None,\N,\N,\N,426543,367616,53.204957,-1.604071
574976,WF12 8PJ,\N,None,\N,\N,\N,426543,421338,53.687825,-1.599558
574977,DL3 8AP,\N,None,\N,\N,\N,426543,513899,54.519696,-1.591468
574978,NE23 6NP,\N,None,\N,\N,\N,426543,575242,55.070938,-1.585875
574979,WF4 4SZ,\N,None,\N,\N,\N,426544,417237,53.650965,-1.599892
574980,WF12 8RE,\N,None,\N,\N,\N,426544,421723,53.691285,-1.59951
574981,WF12 7SR,\N,None,\N,\N,\N,426544,422988,53.702655,-1.599402
574982,DL2 2FH,\N,None,\N,\N,\N,426544,516857,54.546278,-1.591187
574983,NE12 8LT,\N,None,\N,\N,\N,426544,568642,55.011631,-1.58647
574984,SN8 2BZ,\N,None,\N,\N,\N,426545,175446,51.477355,-1.619169
574985,OX18 2SB,\N,None,\N,\N,\N,426545,202266,51.718497,-1.617148
574986,S36 8ZY,\N,None,\N,\N,\N,426545,402479,53.51832,-1.601127
574987,LS27 9NJ,\N,None,\N,\N,\N,426545,428909,53.755872,-1.598881
574988,DL16 6XE,\N,None,\N,\N,\N,426545,534486,54.704701,-1.589581
574989,DH1 4AY,\N,None,\N,\N,\N,426545,542444,54.776214,-1.588858
574990,WF4 4PH,\N,None,\N,\N,\N,426546,417296,53.651496,-1.599857
574991,LS27 9JN,\N,None,\N,\N,\N,426546,428847,53.755315,-1.598872
574992,LS6 3FD,\N,None,\N,\N,\N,426546,436314,53.822426,-1.598231
574993,LS16 6AY,\N,None,\N,\N,\N,426546,439415,53.850297,-1.597965
574994,NE9 6PB,\N,None,\N,\N,\N,426546,559005,54.925033,-1.587327
574995,NE8 3JD,\N,None,\N,\N,\N,426546,562954,54.960519,-1.586964
574996,NE62 5JU,\N,None,\N,\N,\N,426546,585465,55.162799,-1.584877
574997,SN8 3SU,\N,None,\N,\N,\N,426547,161392,51.35099,-1.620188
574998,LS27 8HP,\N,None,\N,\N,\N,426547,427821,53.746093,-1.598944
574999,LS12 3JG,\N,None,\N,\N,\N,426547,433528,53.797386,-1.598455
575000,LS12 3JZ,\N,None,\N,\N,\N,426547,433615,53.798168,-1.598448
575001,LS16 6JN,\N,None,\N,\N,\N,426547,438277,53.840069,-1.598047
575002,DL2 2GP,\N,None,\N,\N,\N,426547,516971,54.547302,-1.591131
575003,NE9 7UA,\N,None,\N,\N,\N,426547,557807,54.914268,-1.587422
575004,NE9 6PA,\N,None,\N,\N,\N,426547,558882,54.923928,-1.587323
575005,NE7 7QR,\N,None,\N,\N,\N,426547,567414,55.000596,-1.586537
575006,NE61 5JW,\N,None,\N,\N,\N,426547,592757,55.228322,-1.58418
575007,OX18 2PZ,\N,None,\N,\N,\N,426548,205243,51.745263,-1.616878
575008,DE6 3JY,\N,None,\N,\N,\N,426548,352038,53.06493,-1.605281
575009,LS12 3JY,\N,None,\N,\N,\N,426548,433610,53.798123,-1.598433
575010,NE8 3PJ,\N,None,\N,\N,\N,426548,562217,54.953896,-1.587001
575011,NE6 1DH,\N,None,\N,\N,\N,426548,564162,54.971374,-1.586821
575012,NE63 8HG,\N,None,\N,\N,\N,426548,587654,55.182468,-1.584642
575013,DE15 0JB,\N,None,\N,\N,\N,426549,323143,52.805191,-1.60762
575014,S36 1GJ,\N,None,\N,\N,\N,426549,397376,53.472453,-1.601497
575015,WF12 8QN,\N,None,\N,\N,\N,426549,421499,53.689272,-1.599454
575016,LS5 3HN,\N,None,\N,\N,\N,426549,435733,53.817204,-1.598236
575017,DL8 1AB,\N,None,\N,\N,\N,426549,488299,54.289633,-1.593655
575018,DL3 9DF,\N,None,\N,\N,\N,426549,515144,54.530884,-1.591264
575019,DL16 7HT,\N,None,\N,\N,\N,426549,531250,54.675621,-1.589812
575020,DH2 2LQ,\N,None,\N,\N,\N,426549,552233,54.864179,-1.587902
575021,DH3 1JG,\N,None,\N,\N,\N,426549,556706,54.904374,-1.587492
575022,NE12 8QR,\N,None,\N,\N,\N,426549,568546,55.010768,-1.586401
575023,DE6 3JZ,\N,None,\N,\N,\N,426550,350671,53.052642,-1.605363
575024,DL8 2AU,\N,None,\N,\N,\N,426550,487656,54.283854,-1.593696
575025,NE23 1AX,\N,None,\N,\N,\N,426550,577094,55.087579,-1.585594
575026,NE62 5HU,\N,None,\N,\N,\N,426550,585517,55.163266,-1.58481
575027,NE62 5BL,\N,None,\N,\N,\N,426550,585957,55.16722,-1.584769
575028,SN8 2EB,\N,None,\N,\N,\N,426551,176134,51.483541,-1.619031
575029,LS12 3JU,\N,None,\N,\N,\N,426551,433575,53.797808,-1.598391
575030,LS12 3NL,\N,None,\N,\N,\N,426551,433826,53.800064,-1.598369
575031,DL5 7QZ,\N,None,\N,\N,\N,426551,525521,54.624137,-1.590299
575032,DL16 6LN,\N,None,\N,\N,\N,426551,535250,54.711566,-1.589419
575033,DH1 5US,\N,None,\N,\N,\N,426551,543553,54.786179,-1.588664
575034,NE7 7HA,\N,None,\N,\N,\N,426551,567033,54.997172,-1.58651
575035,DE4 2NQ,\N,None,\N,\N,\N,426552,367386,53.202889,-1.603955
575036,S36 1AG,\N,None,\N,\N,\N,426552,397842,53.476658,-1.601413
575037,LS6 3LS,\N,None,\N,\N,\N,426552,436155,53.820997,-1.598154
575038,DH1 4GY,\N,None,\N,\N,\N,426552,542299,54.77491,-1.588762
575039,NE9 7JF,\N,None,\N,\N,\N,426552,558172,54.917548,-1.58731
575040,NE9 7JG,\N,None,\N,\N,\N,426552,558172,54.917548,-1.58731
575041,NE8 3EY,\N,None,\N,\N,\N,426552,562473,54.956196,-1.586915
575042,NE6 5AN,\N,None,\N,\N,\N,426552,565238,54.981043,-1.58666
575043,NE23 7UE,\N,None,\N,\N,\N,426552,573972,55.059525,-1.585852
575044,NE22 5QL,\N,None,\N,\N,\N,426552,582116,55.132706,-1.585095
575045,SO41 0GR,\N,None,\N,\N,\N,426553,95614,50.759517,-1.624907
575046,SN8 2SJ,\N,None,\N,\N,\N,426553,175348,51.476474,-1.619061
575047,LS27 9SD,\N,None,\N,\N,\N,426554,429076,53.757372,-1.598731
575048,LS12 3HU,\N,None,\N,\N,\N,426554,433429,53.796496,-1.598358
575049,DH2 3RW,\N,None,\N,\N,\N,426554,549091,54.835953,-1.588124
575050,SP11 9QN,\N,None,\N,\N,\N,426555,150846,51.256165,-1.620854
575051,DE4 2HR,\N,None,\N,\N,\N,426555,364595,53.177802,-1.604141
575052,S36 8ZW,\N,None,\N,\N,\N,426555,402397,53.517582,-1.600983
575053,LS12 3XH,\N,None,\N,\N,\N,426555,433129,53.7938,-1.598368
575054,DL8 2PN,\N,None,\N,\N,\N,426555,487236,54.280079,-1.593656
575055,NE23 7RY,\N,None,\N,\N,\N,426555,574684,55.065923,-1.585739
575056,NE22 5BB,\N,None,\N,\N,\N,426555,581948,55.131196,-1.585064
575057,SO41 0GN,\N,None,\N,\N,\N,426556,95384,50.757448,-1.624881
575058,SN8 3PH,\N,None,\N,\N,\N,426556,164151,51.375795,-1.619841
575059,LS12 3JX,\N,None,\N,\N,\N,426556,433574,53.797799,-1.598315
575060,LS16 7TP,\N,None,\N,\N,\N,426556,440230,53.857621,-1.597742
575061,NE9 7EG,\N,None,\N,\N,\N,426556,558435,54.919911,-1.587224
575062,NE7 7EL,\N,None,\N,\N,\N,426556,567154,54.998259,-1.58642
575063,NE7 7RA,\N,None,\N,\N,\N,426556,567323,54.999778,-1.586405
575064,NE7 7QP,\N,None,\N,\N,\N,426556,567352,55.000039,-1.586402
575065,DL8 1UW,\N,None,\N,\N,\N,426557,488148,54.288275,-1.593545
575066,DH1 4EN,\N,None,\N,\N,\N,426557,542209,54.774101,-1.588693
575067,NE9 5PU,\N,None,\N,\N,\N,426557,561375,54.94633,-1.586938
575068,NE7 7QU,\N,None,\N,\N,\N,426557,567527,55.001611,-1.58637
575069,NE12 8QS,\N,None,\N,\N,\N,426557,568600,55.011253,-1.586271
575070,NE66 3BX,\N,None,\N,\N,\N,426557,614421,55.422982,-1.58198
575071,LS27 0BF,\N,None,\N,\N,\N,426558,426551,53.734678,-1.598886
575072,LS12 4PX,\N,None,\N,\N,\N,426558,432025,53.783877,-1.598417
575073,DL8 2AH,\N,None,\N,\N,\N,426558,488033,54.287242,-1.59354
575074,DH1 3TF,\N,None,\N,\N,\N,426558,540123,54.755356,-1.588867
575075,DH1 4NF,\N,None,\N,\N,\N,426558,543257,54.783519,-1.588582
575076,NE7 7NF,\N,None,\N,\N,\N,426558,568152,55.007227,-1.586297
575077,NE66 3BU,1548935,Medium,County to Town,01/08/2009,Yes,426558,614114,55.420223,-1.581994
575078,DE4 2NT,\N,None,\N,\N,\N,426559,367692,53.205639,-1.603825
575079,LS27 8PD,\N,None,\N,\N,\N,426559,428504,53.752231,-1.598704
575080,DL3 8BE,\N,None,\N,\N,\N,426559,514410,54.524287,-1.591175
575081,NE12 8SL,\N,None,\N,\N,\N,426559,568865,55.013641,-1.58623
575082,NE23 3LF,\N,None,\N,\N,\N,426559,578221,55.097706,-1.585348
575083,NE23 3QS,\N,None,\N,\N,\N,426559,578529,55.100473,-1.585319
575084,NE63 8JD,\N,None,\N,\N,\N,426559,587276,55.179071,-1.584504
575085,SN8 3ST,\N,None,\N,\N,\N,426560,161467,51.351664,-1.619995
575086,LS27 8HT,\N,None,\N,\N,\N,426560,427867,53.746506,-1.598743
575087,LS5 3AD,\N,None,\N,\N,\N,426560,435190,53.812323,-1.598115
575088,LS27 8LR,\N,None,\N,\N,\N,426561,428609,53.753175,-1.598664
575089,DL8 2AL,\N,None,\N,\N,\N,426561,487996,54.286921,-1.593505
575090,NE12 8QQ,\N,None,\N,\N,\N,426561,568458,55.009977,-1.586222
575091,SP11 9SE,\N,None,\N,\N,\N,426562,150586,51.253826,-1.620773
575092,DL8 1AD,\N,None,\N,\N,\N,426562,488269,54.289363,-1.593458
575093,DH2 3HE,\N,None,\N,\N,\N,426562,550321,54.846997,-1.587874
575094,WF4 4RS,\N,None,\N,\N,\N,426563,417339,53.651881,-1.599596
575095,LS5 3HW,\N,None,\N,\N,\N,426563,435716,53.817051,-1.598024
575096,DL3 9QR,\N,None,\N,\N,\N,426563,514820,54.527971,-1.591077
575097,DL3 9DE,\N,None,\N,\N,\N,426563,515128,54.530739,-1.591049
575098,NE8 3PR,\N,None,\N,\N,\N,426563,562283,54.954489,-1.58676
575099,NE62 5LJ,\N,None,\N,\N,\N,426563,585628,55.164263,-1.584595
575100,SO41 0FS,\N,None,\N,\N,\N,426564,95820,50.761369,-1.624736
575101,OX7 6EP,\N,None,\N,\N,\N,426564,217992,51.859886,-1.615674
575102,CV35 7DT,\N,None,\N,\N,\N,426564,266319,52.294363,-1.611927
575103,LS12 6LZ,\N,None,\N,\N,\N,426564,430441,53.769656,-1.598466
575104,DL16 6EQ,\N,None,\N,\N,\N,426564,534119,54.701402,-1.58932
575105,DH6 5JA,\N,None,\N,\N,\N,426564,536752,54.725063,-1.589081
575106,DH1 4NJ,\N,None,\N,\N,\N,426564,543363,54.784471,-1.588479
575107,NE9 5QA,\N,None,\N,\N,\N,426564,561162,54.944415,-1.586848
575108,NE6 5RL,\N,None,\N,\N,\N,426564,566145,54.989192,-1.586388
575109,NE7 7HL,\N,None,\N,\N,\N,426564,566784,54.994934,-1.586329
575110,SP11 7DZ,\N,None,\N,\N,\N,426565,141233,51.169727,-1.62142
575111,LS27 0ET,\N,None,\N,\N,\N,426565,426953,53.738291,-1.598746
575112,DL2 2TH,\N,None,\N,\N,\N,426565,507800,54.464885,-1.591675
575113,NE9 7TR,\N,None,\N,\N,\N,426565,558698,54.922274,-1.587059
575114,NE9 5PY,\N,None,\N,\N,\N,426565,561019,54.94313,-1.586845
575115,NE23 1RG,\N,None,\N,\N,\N,426565,577320,55.089609,-1.585338
575116,WF4 4RU,\N,None,\N,\N,\N,426566,417465,53.653013,-1.59954
575117,LS27 9SB,\N,None,\N,\N,\N,426566,429015,53.756823,-1.598554
575118,LS5 3BD,\N,None,\N,\N,\N,426566,435559,53.815655,-1.597995
575119,DL16 6BL,\N,None,\N,\N,\N,426566,534270,54.702759,-1.589275
575120,NE6 1AD,\N,None,\N,\N,\N,426566,564527,54.974653,-1.586507
575121,DE4 2ND,\N,None,\N,\N,\N,426567,367544,53.204309,-1.603717
575122,LS27 0SN,\N,None,\N,\N,\N,426567,426532,53.734507,-1.598751
575123,DL2 2FQ,\N,None,\N,\N,\N,426567,516925,54.546888,-1.590826
575124,DL16 7UT,\N,None,\N,\N,\N,426567,533371,54.69468,-1.589341
575125,DH1 4RQ,\N,None,\N,\N,\N,426567,543034,54.781524,-1.588473
575126,NE8 3BU,\N,None,\N,\N,\N,426567,562684,54.958092,-1.586661
575127,NE23 6DF,\N,None,\N,\N,\N,426567,576493,55.082178,-1.585383
575128,LS12 6AP,\N,None,\N,\N,\N,426568,431608,53.780129,-1.598301
575129,DH1 5DD,\N,None,\N,\N,\N,426568,545154,54.800565,-1.588253
575130,NE7 7JD,\N,None,\N,\N,\N,426568,566962,54.996534,-1.58625
575131,NE23 6EL,\N,None,\N,\N,\N,426568,575579,55.073965,-1.585452
575132,SP5 1ET,\N,None,\N,\N,\N,426569,126540,51.037603,-1.622428
575133,B78 1EJ,\N,None,\N,\N,\N,426569,302857,52.622832,-1.608957
575134,S36 1DA,\N,None,\N,\N,\N,426569,397946,53.477575,-1.601147
575135,LS16 5HU,\N,None,\N,\N,\N,426569,437245,53.830792,-1.597802
575136,DH1 4RF,\N,None,\N,\N,\N,426569,542875,54.780086,-1.588446
575137,DH1 5BJ,\N,None,\N,\N,\N,426569,544573,54.795344,-1.588291
575138,NE12 8EH,\N,None,\N,\N,\N,426569,569255,55.017145,-1.586037
575139,NE23 1RP,\N,None,\N,\N,\N,426569,577741,55.093392,-1.585236
575140,SN8 2DG,815107,Low,County to Town,04/08/2011,No,426570,175766,51.480232,-1.618771
575141,DL8 1EU,\N,None,\N,\N,\N,426570,488125,54.28808,-1.593355
575142,DL7 0SS,\N,None,\N,\N,\N,426570,494888,54.348858,-1.592756
575143,DL3 9QS,\N,None,\N,\N,\N,426570,514763,54.527459,-1.590973
575144,DH6 5HZ,\N,None,\N,\N,\N,426570,536704,54.724631,-1.588992
575145,NE23 6UW,\N,None,\N,\N,\N,426570,576958,55.086356,-1.585293
575146,NE22 5AW,\N,None,\N,\N,\N,426570,581914,55.130889,-1.584832
575147,SP11 8LG,\N,None,\N,\N,\N,426571,141330,51.170599,-1.621327
575148,CV34 6DT,\N,None,\N,\N,\N,426571,263538,52.269362,-1.612043
575149,B78 1NN,\N,None,\N,\N,\N,426571,301817,52.613483,-1.60901
575150,LS12 3BL,\N,None,\N,\N,\N,426571,433191,53.794356,-1.59812
575151,DL3 8JR,\N,None,\N,\N,\N,426571,513727,54.518149,-1.591051
575152,DH2 3HH,\N,None,\N,\N,\N,426571,550157,54.845523,-1.587749
575153,DH2 2BJ,\N,None,\N,\N,\N,426571,551472,54.85734,-1.587629
575154,NE8 3JF,\N,None,\N,\N,\N,426571,562834,54.959439,-1.586585
575155,NE23 1TE,\N,None,\N,\N,\N,426571,577664,55.0927,-1.585212
575156,S36 1EP,\N,None,\N,\N,\N,426572,398510,53.482644,-1.601055
575157,LS27 8HL,\N,None,\N,\N,\N,426572,427723,53.745211,-1.598574
575158,DH2 2BL,\N,None,\N,\N,\N,426572,551501,54.8576,-1.587611
575159,NE23 6ED,\N,None,\N,\N,\N,426572,576287,55.080326,-1.585324
575160,NE23 3TQ,\N,None,\N,\N,\N,426572,578362,55.098972,-1.585131
575161,SO41 0GP,\N,None,\N,\N,\N,426573,95429,50.757852,-1.624637
575162,SN8 3HT,\N,None,\N,\N,\N,426573,167994,51.41035,-1.619323
575163,CV34 6PY,\N,None,\N,\N,\N,426573,263959,52.273146,-1.61198
575164,B78 1NP,\N,None,\N,\N,\N,426573,301727,52.612673,-1.608988
575165,DE15 9BU,\N,None,\N,\N,\N,426573,322186,52.796588,-1.607342
575166,DE15 9GQ,\N,None,\N,\N,\N,426573,322468,52.799123,-1.607319
575167,WF12 8QH,\N,None,\N,\N,\N,426573,421488,53.689172,-1.599091
575168,DL17 0LX,\N,None,\N,\N,\N,426573,528872,54.65425,-1.589655
575169,DH2 2EF,\N,None,\N,\N,\N,426573,551123,54.854204,-1.58763
575170,NE23 1RF,\N,None,\N,\N,\N,426573,577409,55.090408,-1.585204
575171,NE65 0DR,\N,None,\N,\N,\N,426573,604496,55.333804,-1.582682
575172,B78 1NT,\N,None,\N,\N,\N,426574,301969,52.614849,-1.608954
575173,DE6 5BR,\N,None,\N,\N,\N,426574,334441,52.90675,-1.606332
575174,DE4 2HT,\N,None,\N,\N,\N,426574,364549,53.177387,-1.603861
575175,WF12 8PX,\N,None,\N,\N,\N,426574,421813,53.692108,-1.599052
575176,LS5 3JU,\N,None,\N,\N,\N,426574,435662,53.816565,-1.597862
575177,DL3 9RR,\N,None,\N,\N,\N,426574,515894,54.537622,-1.59081
575178,DH1 5DJ,\N,None,\N,\N,\N,426574,545462,54.803333,-1.588132
575179,DH2 3BL,\N,None,\N,\N,\N,426574,550587,54.849387,-1.587663
575180,NE8 3HN,\N,None,\N,\N,\N,426574,563082,54.961668,-1.586515
575181,NE65 0FB,1256566,Low,County to Town,22/12/2013,No,426574,604727,55.335877,-1.582629
575182,SN7 7NL,\N,None,\N,\N,\N,426575,194963,51.652837,-1.617253
575183,OX18 4AG,\N,None,\N,\N,\N,426575,208436,51.773969,-1.616244
575184,OX7 6QA,\N,None,\N,\N,\N,426575,220457,51.882047,-1.615325
575185,CV35 8DP,\N,None,\N,\N,\N,426575,260380,52.240971,-1.612232
575186,DE15 0AN,\N,None,\N,\N,\N,426575,324051,52.813352,-1.607161
575187,LS27 9JJ,\N,None,\N,\N,\N,426575,428728,53.754243,-1.598442
575188,LS6 3NU,\N,None,\N,\N,\N,426575,436409,53.823278,-1.597783
575189,LS16 6AR,\N,None,\N,\N,\N,426575,439307,53.84934,-1.597538
575190,DL8 1FB,\N,None,\N,\N,\N,426575,488096,54.287807,-1.593273
575191,DL16 6LP,\N,None,\N,\N,\N,426575,535120,54.710397,-1.589058
575192,NE6 5AH,\N,None,\N,\N,\N,426575,565296,54.981563,-1.586295
575193,NE23 7BW,\N,None,\N,\N,\N,426575,573406,55.054438,-1.585544
575194,DH1 5JN,\N,None,\N,\N,\N,426576,544323,54.793097,-1.588205
575195,NE9 5RX,\N,None,\N,\N,\N,426576,560473,54.938223,-1.586724
575196,NE12 8NF,\N,None,\N,\N,\N,426576,569116,55.015889,-1.585926
575197,NE22 5AZ,\N,None,\N,\N,\N,426576,582037,55.131994,-1.584726
575198,OX7 6JJ,\N,None,\N,\N,\N,426577,218189,51.861656,-1.61547
575199,LS27 0EW,\N,None,\N,\N,\N,426577,427122,53.739809,-1.598549
575200,LS16 6HG,\N,None,\N,\N,\N,426577,438569,53.842692,-1.597566
575201,DL2 2FL,\N,None,\N,\N,\N,426577,516761,54.545414,-1.590686
575202,NE6 1AF,\N,None,\N,\N,\N,426577,564580,54.975129,-1.58633
575203,NE23 1RQ,\N,None,\N,\N,\N,426577,577291,55.089348,-1.585152
575204,DE15 9SN,\N,None,\N,\N,\N,426578,320578,52.782133,-1.607398
575205,WF12 7SF,\N,None,\N,\N,\N,426578,423274,53.705224,-1.598863
575206,LS27 0ES,\N,None,\N,\N,\N,426578,426997,53.738685,-1.598545
575207,DH1 5WA,\N,None,\N,\N,\N,426578,544130,54.791363,-1.588191
575208,DH2 1AW,1884581,Medium,County to Town,22/12/2013,No,426578,555626,54.894668,-1.587139
575209,DH3 1JF,\N,None,\N,\N,\N,426578,556669,54.90404,-1.587043
575210,NE23 7BH,608906,Low,County to Town,01/08/2009,No,426578,573466,55.054977,-1.585492
575211,GL7 3RH,\N,None,\N,\N,\N,426579,203428,51.728943,-1.616567
575212,DE15 0TB,\N,None,\N,\N,\N,426579,324653,52.818764,-1.607053
575213,LS27 8LP,\N,None,\N,\N,\N,426579,428289,53.750298,-1.598419
575214,DL5 7PY,\N,None,\N,\N,\N,426579,525774,54.626409,-1.589843
575215,DH2 3RN,\N,None,\N,\N,\N,426579,549129,54.836285,-1.587719
575216,NE23 7BN,1252972,Low,County to Town,22/12/2013,No,426579,573511,55.055381,-1.585472
575217,NE62 5BE,\N,None,\N,\N,\N,426579,585664,55.164585,-1.584341
575218,CV34 6NP,\N,None,\N,\N,\N,426580,263885,52.272481,-1.611884
575219,CV7 8EF,\N,None,\N,\N,\N,426580,288337,52.492302,-1.609953
575220,S36 1GN,\N,None,\N,\N,\N,426580,397463,53.473233,-1.601022
575221,DH1 4EB,\N,None,\N,\N,\N,426580,542159,54.773651,-1.58834
575222,DH1 5DE,\N,None,\N,\N,\N,426580,545663,54.805139,-1.58802
575223,CV34 6NS,\N,None,\N,\N,\N,426581,263741,52.271186,-1.61188
575224,DL8 2RX,\N,None,\N,\N,\N,426581,481841,54.231593,-1.593734
575225,DL17 0ND,\N,None,\N,\N,\N,426581,529588,54.660693,-1.589477
575226,NE23 1TF,\N,None,\N,\N,\N,426581,577602,55.092142,-1.585061
575227,NE23 3LD,\N,None,\N,\N,\N,426581,578159,55.097147,-1.585009
575228,SO41 0AR,\N,None,\N,\N,\N,426582,95078,50.754696,-1.624535
575229,CV34 6NT,\N,None,\N,\N,\N,426582,263692,52.270746,-1.611869
575230,S36 1ED,\N,None,\N,\N,\N,426582,397559,53.474096,-1.600984
575231,S75 4AG,\N,None,\N,\N,\N,426582,407012,53.559061,-1.600186
575232,LS12 3HA,\N,None,\N,\N,\N,426582,433561,53.797681,-1.597921
575233,DL8 1AF,\N,None,\N,\N,\N,426582,488355,54.290134,-1.593143
575234,DH2 2LG,\N,None,\N,\N,\N,426582,552216,54.864025,-1.587389
